34.4253 0.0529
34.5738 0.0425
34.7222 0.0376
34.8707 0.0333
35.0192 0.0297
35.1676 0.0267
35.3161 0.0252
35.4646 0.0208
35.6130 0.0135
35.7615 0.0098
35.9100 0.0062
36.0584 0.0043
36.2069 0.0000
36.3554 0.0000
36.5038 0.0000
36.6523 0.0000
36.8008 0.0000
36.9492 0.0000
37.0977 0.0000
37.2462 0.0000
37.3946 0.0000
37.5431 0.0000
37.6916 0.0000
37.8400 0.0000
37.9885 0.0000
38.1370 0.0000
 
 
 
 
 
 
dim="1">gridpoints</dimension> 
dim="2">spin</dimension> 
dim="3">ion</dimension> 
 
s</field> 
py</field> 
pz</field> 
px</field> 
dxy</field> 
dyz</field> 
dz2</field> 
dxz</field> 
 
 
comment="ion 1">
comment="spin 1">
-6.4029 0.0000
-6.2545 0.0000
-6.1060 0.0000
-5.9575 0.0000
-5.8091 0.0000
-5.6606 0.0000
-5.5121 0.0000
-5.3637 0.0000
-5.2152 0.0000
-5.0667 0.0000
-4.9183 0.0000
-4.7698 0.0000
-4.6213 0.0000
-4.4729 0.0000
-4.3244 0.0078
-4.1759 0.0202
-4.0275 0.0230
-3.8790 0.0274
-3.7305 0.0314
-3.5821 0.0344
-3.4336 0.0372
-3.2851 0.0404
-3.1367 0.0421
-2.9882 0.0443
-2.8397 0.0466
-2.6913 0.0482
-2.5428 0.0497
-2.3943 0.0515
-2.2459 0.0533
-2.0974 0.0544
-1.9489 0.0556
-1.8005 0.0569
-1.6520 0.0584
-1.5035 0.0594
-1.3551 0.0603
-1.2066 0.0613
-1.0581 0.0623
-0.9097 0.0635
-0.7612 0.0642
-0.6127 0.0649
-0.4643 0.0657
-0.3158 0.0666
-0.1673 0.0675
-0.0189 0.0682
0.1296 0.0688
0.2781 0.0694
0.4265 0.0701
0.5750 0.0709
0.7235 0.0718
0.8719 0.0725
1.0204 0.0731
1.1689 0.0739
1.3173 0.0748
1.4658 0.0759
1.6143 0.0773
1.7627 0.0793
1.9112 0.0818
2.0597 0.0867
2.2081 0.0967
2.3566 0.0882
2.5051 0.0921
2.6535 0.0872
2.8020 0.0794
2.9505 0.0754
3.0989 0.0814
3.2474 0.0715
3.3959 0.0724
3.5443 0.0695
3.6928 0.0654
3.8413 0.0650
3.9897 0.0657
4.1382 0.0650
4.2867 0.0597
4.4351 0.0591
4.5836 0.0581
4.7321 0.0541
4.8805 0.0517
5.0290 0.0512
5.1775 0.0465
5.3259 0.0426
5.4744 0.0409
5.6229 0.0408
5.7713 0.0456
5.9198 0.0531
6.0683 0.0667
6.2167 0.0731
6.3652 0.0704
6.5136 0.0720
6.6621 0.0643
6.8106 0.0599
6.9590 0.0572
7.1075 0.0585
7.2560 0.0505
7.4044 0.0576
7.5529 0.0578
7.7014 0.0571
7.8498 0.0591
7.9983 0.0619
8.1468 0.0575
8.2952 0.0601
8.4437 0.0562
8.5922 0.0551
8.7406 0.0553
8.8891 0.0540
9.0376 0.0542
9.1860 0.0542
9.3345 0.0532
9.4830 0.0526
9.6314 0.0542
9.7799 0.0524
9.9284 0.0517
10.0768 0.0510
10.2253 0.0511
10.3738 0.0488
10.5222 0.0485
10.6707 0.0477
10.8192 0.0471
10.9676 0.0471
11.1161 0.0469
11.2646 0.0471
11.4130 0.0450
11.5615 0.0441
11.7100 0.0432
11.8584 0.0429
12.0069 0.0419
12.1554 0.0413
12.3038 0.0405
12.4523 0.0398
12.6008 0.0382
12.7492 0.0374
12.8977 0.0363
13.0462 0.0356
13.1946 0.0339
13.3431 0.0323
13.4916 0.0309
13.6400 0.0295
13.7885 0.0285
13.9370 0.0271
14.0854 0.0256
14.2339 0.0242
14.3824 0.0231
14.5308 0.0222
14.6793 0.0212
14.8278 0.0205
14.9762 0.0197
15.1247 0.0187
15.2732 0.0180
15.4216 0.0173
15.5701 0.0171
15.7186 0.0173
15.8670 0.0177
16.0155 0.0184
16.1640 0.0189
16.3124 0.0194
16.4609 0.0197
16.6094 0.0202
16.7578 0.0220
16.9063 0.0244
17.0548 0.0271
17.2032 0.0278
17.3517 0.0276
17.5002 0.0279
17.6486 0.0284
17.7971 0.0291
17.9456 0.0297
18.0940 0.0302
18.2425 0.0306
18.3910 0.0302
18.5394 0.0298
18.6879 0.0295
18.8364 0.0289
18.9848 0.0281
19.1333 0.0277
19.2818 0.0271
19.4302 0.0266
19.5787 0.0261
19.7272 0.0255
19.8756 0.0248
20.0241 0.0239
20.1726 0.0232
20.3210 0.0226
20.4695 0.0218
20.6179 0.0203
20.7664 0.0192
20.9149 0.0172
21.0633 0.0158
21.2118 0.0150
21.3603 0.0144
21.5087 0.0137
21.6572 0.0128
21.8057 0.0122
21.9541 0.0126
22.1026 0.0122
22.2511 0.0132
22.3995 0.0124
22.5480 0.0127
22.6965 0.0139
22.8449 0.0168
22.9934 0.0233
23.1419 0.0285
23.2903 0.0325
23.4388 0.0290
23.5873 0.0294
23.7357 0.0296
23.8842 0.0263
24.0327 0.0214
24.1811 0.0187
24.3296 0.0163
24.4781 0.0170
24.6265 0.0205
24.7750 0.0197
24.9235 0.0187
25.0719 0.0199
25.2204 0.0230
25.3689 0.0237
25.5173 0.0201
25.6658 0.0186
25.8143 0.0185
25.9627 0.0174
26.1112 0.0170
26.2597 0.0169
26.4081 0.0156
26.5566 0.0146
26.7051 0.0140
26.8535 0.0126
27.0020 0.0117
27.1505 0.0112
27.2989 0.0106
27.4474 0.0103
27.5959 0.0118
27.7443 0.0113
27.8928 0.0119
28.0413 0.0106
28.1897 0.0101
28.3382 0.0105
28.4867 0.0102
28.6351 0.0106
28.7836 0.0104
28.9321 0.0103
29.0805 0.0112
29.2290 0.0118
29.3775 0.0118
29.5259 0.0133
29.6744 0.0114
29.8229 0.0092
29.9713 0.0079
30.1198 0.0069
30.2683 0.0060
30.4167 0.0051
30.5652 0.0045
30.7137 0.0040
30.8621 0.0037
31.0106 0.0033
31.1591 0.0030
31.3075 0.0027
31.4560 0.0024
31.6045 0.0021
31.7529 0.0019
31.9014 0.0018
32.0499 0.0016
32.1983 0.0015
32.3468 0.0013
32.4953 0.0011
32.6437 0.0010
32.7922 0.0009
32.9407 0.0007
33.0891 0.0006
33.2376 0.0005
33.3861 0.0005
33.5345 0.0004
33.6830 0.0004
33.8315 0.0003
33.9799 0.0003
34.1284 0.0002
34.2768 0.0002
34.4253 0.0001
34.5738 0.0001
34.7222 0.0001
34.8707 0.0001
35.0192 0.0000
35.1676 0.0000
35.3161 0.0000
35.4646 0.0000
35.6130 0.0000
35.7615 0.0000
35.9100 0.0000
36.0584 0.0000
36.2069 0.0000
36.3554 0.0000
36.5038 0.0000
36.6523 0.0000
36.8008 0.0000
36.9492 0.0000
37.0977 0.0000
37.2462 0.0000
37.3946 0.0000
37.5431 0.0000
37.6916 0.0000
37.8400 0.0000
37.9885 0.0000
38.1370 0.0000
 
